date	day	sex	age	region	업종	value
20150902	3	여	20대	19	중국집	25
20150902	3	남	60대이상	19	중국집	29
20150902	3	남	50대	19	중국집	35
20150902	3	남	10대	19	중국집	15
20150902	3	여	40대	19	중국집	54
20150902	3	남	40대	19	중국집	44
20150902	3	여	30대	19	중국집	45
20150902	3	남	30대	19	중국집	34
20150902	3	여	50대	19	중국집	27
20150902	3	남	10대	20	중국집	5
20150902	3	남	60대이상	20	중국집	18
20150902	3	남	20대	20	중국집	40
20150902	3	여	50대	20	중국집	13
20150902	3	여	10대	20	중국집	5
20150902	3	남	50대	20	중국집	44
20150902	3	여	60대이상	20	중국집	10
20150902	3	여	40대	20	중국집	44
20150902	3	여	30대	20	중국집	38
20150902	3	남	40대	20	중국집	84
20150902	3	남	30대	20	중국집	80
20150902	3	여	20대	20	중국집	20
20150902	3	여	60대이상	21	중국집	19
20150902	3	여	10대	21	중국집	5
20150902	3	남	50대	21	중국집	73
20150902	3	여	50대	21	중국집	32
20150902	3	남	60대이상	21	중국집	28
20150902	3	남	20대	21	중국집	59
20150902	3	남	10대	21	중국집	8
20150902	3	남	30대	21	중국집	121
20150902	3	여	30대	21	중국집	73
20150902	3	남	40대	21	중국집	110
20150902	3	여	40대	21	중국집	64
20150902	3	여	20대	21	중국집	32
20150902	3	여	10대	22	중국집	8
20150902	3	여	60대이상	22	중국집	25
20150902	3	여	40대	22	중국집	59
20150902	3	남	40대	22	중국집	65
20150902	3	남	10대	22	중국집	7
20150902	3	남	30대	22	중국집	66
20150902	3	남	60대이상	22	중국집	35
20150902	3	남	50대	22	중국집	43
20150902	3	여	50대	22	중국집	33
20150902	3	여	20대	22	중국집	28
20150902	3	남	20대	22	중국집	31
20150902	3	여	30대	22	중국집	71
20150902	3	남	60대이상	23	중국집	35
20150902	3	남	10대	23	중국집	5
20150902	3	여	50대	23	중국집	28
20150902	3	남	50대	23	중국집	56
20150902	3	여	60대이상	23	중국집	14
20150902	3	여	20대	23	중국집	37
20150902	3	여	10대	23	중국집	5
20150902	3	여	30대	23	중국집	51
20150902	3	여	40대	23	중국집	46
20150902	3	남	30대	23	중국집	80
20150902	3	남	40대	23	중국집	77
20150902	3	남	20대	23	중국집	52
20150902	3	여	60대이상	24	중국집	21
20150902	3	여	10대	24	중국집	5
20150902	3	남	40대	24	중국집	124
20150902	3	여	40대	24	중국집	46
20150902	3	남	60대이상	24	중국집	41
20150902	3	여	30대	24	중국집	89
20150902	3	남	10대	24	중국집	12
20150902	3	여	20대	24	중국집	71
20150902	3	남	50대	24	중국집	96
20150902	3	남	20대	24	중국집	111
20150902	3	여	50대	24	중국집	44
20150902	3	남	30대	24	중국집	177
